Config file: int value for RUNS_COUNT not found!
Application started: 00:38:31 2020/12/24
Initializing the simulation..
Activating generators...
Running the simulation, please wait.
Patient is healthy, patient: 232
Patient moved back to basic care, patient: 191
Trying to move to intensive care unit..., patient: 209
Trying to move to intensive care unit..., patient: 265
Trying to move to intensive care unit..., patient: 243
DailyProbability time: 54.0
Patient moved to intensive care unit successfully, patient: 209
Patient died in queue, patient: 266
Patient died in queue, patient: 267
Patient died in queue, patient: 268
Patient moved to intensive care unit successfully, patient: 265
Patient died in basic care... (no free bed in intensive care unit), patient: 243
Added patient to queue, patient: 281
Added patient to queue, patient: 282
Added patient to queue, patient: 283
Added patient to queue, patient: 284
Trying to move to basic care unit..., patient: 265
Added patient to queue, patient: 285
Added patient to queue, patient: 286
Trying to move to intensive care unit..., patient: 264
DailyProbability time: 55.0
Patient died in basic care... (no free bed in intensive care unit), patient: 264
Patient moved back to basic care, patient: 265
Added patient to queue, patient: 287
Patient is healthy, patient: 160
Patient died in queue, patient: 272
Patient died in queue, patient: 273
Patient died in queue, patient: 274
Patient died in queue, patient: 275
Patient died in queue, patient: 276
Patient died in queue, patient: 277
Added patient to queue, patient: 288
Patient is healthy, patient: 185
Patient died in queue, patient: 279
Added patient to queue, patient: 289
Added patient to queue, patient: 290
Trying to move to intensive care unit..., patient: 265
Trying to move to intensive care unit..., patient: 191
Trying to move to intensive care unit..., patient: 278
Trying to move to intensive care unit..., patient: 271
DailyProbability time: 56.0
Patient moved to intensive care unit successfully, patient: 265
Patient died in basic care... (no free bed in intensive care unit), patient: 191
Patient died in basic care... (no free bed in intensive care unit), patient: 278
Patient died in basic care... (no free bed in intensive care unit), patient: 271
Added patient to queue, patient: 291
Added patient to queue, patient: 292
Added patient to queue, patient: 293
Added patient to queue, patient: 294
Trying to move to basic care unit..., patient: 265
Added patient to queue, patient: 295
Trying to move to basic care unit..., patient: 239
Added patient to queue, patient: 296
Added patient to queue, patient: 297
Trying to move to intensive care unit..., patient: 280
Trying to move to intensive care unit..., patient: 259
DailyProbability time: 57.0
Patient died in basic care... (no free bed in intensive care unit), patient: 280
Patient moved back to basic care, patient: 265
Patient died in basic care... (no free bed in intensive care unit), patient: 259
Patient moved back to basic care, patient: 239
Added patient to queue, patient: 298
Patient is healthy, patient: 256
Patient died in queue, patient: 285
Patient died in queue, patient: 286
Patient died in queue, patient: 287
Added patient to queue, patient: 299
Added patient to queue, patient: 300
Added patient to queue, patient: 301
Patient is healthy, patient: 255
Added patient to queue, patient: 302
Trying to move to intensive care unit..., patient: 269
DailyProbability time: 58.0
Patient moved to intensive care unit successfully, patient: 269
Patient died in queue, patient: 290
Added patient to queue, patient: 303
Added patient to queue, patient: 304
Added patient to queue, patient: 305
Added patient to queue, patient: 306
Added patient to queue, patient: 307
Trying to move to intensive care unit..., patient: 281
DailyProbability time: 59.0
Patient moved to intensive care unit successfully, patient: 281
Patient died in queue, patient: 292
Patient died in queue, patient: 293
Patient died in queue, patient: 294
Patient died in queue, patient: 295
Patient died in queue, patient: 296
Patient died in queue, patient: 297
Added patient to queue, patient: 308
Added patient to queue, patient: 309
Added patient to queue, patient: 310
Added patient to queue, patient: 311
Added patient to queue, patient: 312
Added patient to queue, patient: 313
Added patient to queue, patient: 314
Added patient to queue, patient: 315
Trying to move to intensive care unit..., patient: 291
DailyProbability time: 60.0
Patient died in basic care... (no free bed in intensive care unit), patient: 291
Patient died in queue, patient: 299
Patient died in queue, patient: 300
Patient died in queue, patient: 301
Patient died in queue, patient: 302
Added patient to queue, patient: 316
Added patient to queue, patient: 317
Trying to move to basic care unit..., patient: 209
Added patient to queue, patient: 318
Patient is healthy, patient: 270
Patient moved back to basic care, patient: 209
Added patient to queue, patient: 319
Added patient to queue, patient: 320
Trying to move to intensive care unit..., patient: 283
Trying to move to intensive care unit..., patient: 288
DailyProbability time: 61.0
Patient moved to intensive care unit successfully, patient: 283
Patient died in queue, patient: 304
Patient died in queue, patient: 305
Patient died in queue, patient: 306
Patient died in queue, patient: 307
Patient died in basic care... (no free bed in intensive care unit), patient: 288
Added patient to queue, patient: 321
Added patient to queue, patient: 322
Added patient to queue, patient: 323
Trying to move to basic care unit..., patient: 235
Added patient to queue, patient: 324
Added patient to queue, patient: 325
Trying to move to basic care unit..., patient: 281
Trying to move to intensive care unit..., patient: 284
DailyProbability time: 62.0
Patient died in basic care... (no free bed in intensive care unit), patient: 284
Patient moved back to basic care, patient: 235
Patient is healthy, patient: 282
Patient moved back to basic care, patient: 281
Added patient to queue, patient: 326
Added patient to queue, patient: 327
Trying to move to intensive care unit..., patient: 239
Trying to move to intensive care unit..., patient: 235
DailyProbability time: 63.0
Patient moved to intensive care unit successfully, patient: 239
Patient died in queue, patient: 310
Patient died in queue, patient: 311
Patient died in queue, patient: 312
Patient died in queue, patient: 313
Patient died in queue, patient: 314
Patient died in queue, patient: 315
Patient died in queue, patient: 316
Patient died in queue, patient: 317
Patient died in queue, patient: 318
Patient died in queue, patient: 319
Patient died in queue, patient: 320
Patient moved to intensive care unit successfully, patient: 235
Added patient to queue, patient: 328
Added patient to queue, patient: 329
Added patient to queue, patient: 330
Trying to move to basic care unit..., patient: 283
Patient is healthy, patient: 265
Patient moved back to basic care, patient: 283
Trying to move to intensive care unit..., patient: 283
Trying to move to intensive care unit..., patient: 289
Trying to move to intensive care unit..., patient: 281
DailyProbability time: 64.0
Patient moved to intensive care unit successfully, patient: 283
Patient died in queue, patient: 323
Patient died in queue, patient: 324
Patient died in queue, patient: 325
Patient died in basic care... (no free bed in intensive care unit), patient: 289
Patient died in basic care... (no free bed in intensive care unit), patient: 281
Added patient to queue, patient: 331
Trying to move to basic care unit..., patient: 239
Trying to move to intensive care unit..., patient: 326
Trying to move to intensive care unit..., patient: 303
Trying to move to intensive care unit..., patient: 328
Trying to move to intensive care unit..., patient: 309
DailyProbability time: 65.0
Patient died in basic care... (no free bed in intensive care unit), patient: 326
Patient moved back to basic care, patient: 239
Patient died in basic care... (no free bed in intensive care unit), patient: 303
Patient died in basic care... (no free bed in intensive care unit), patient: 328
Patient died in basic care... (no free bed in intensive care unit), patient: 309
Added patient to queue, patient: 332
Added patient to queue, patient: 333
Trying to move to basic care unit..., patient: 235
